local_date_,Coordinate_Group_,Local_Time_Min,Max_Brightness,Mean_Brightness,Max_Confidence,Mean_Confidence,FRP,Day_Night,Time_Period,Total_Fire_Incidents,FRP_Bin
8/18/15,Central-East,2:50:00,419.9,342.7418181818182,100,95.92727272727272,545.4,N,Night,55,540-560
8/18/15,North-Central,12:16:00,361.5,332.84000000000003,100,93.9,95.9,N,Night,10,80-100
8/18/15,North-West,2:49:00,459.6,343.059375,100,95.4296875,850.2,N,Night,128,840-860
8/19/15,Central-Central,14:36:00,340.3,337.75,82,81.5,60.9,D,Afternoon,2,60-80
8/19/15,Central-East,3:33:00,469.4,358.61136363636365,100,96.70454545454545,2988.3,D,Afternoon,44,2980-3000
8/19/15,North-West,3:32:00,406.6,333.1078947368421,100,96.02631578947368,364.1,N,Early Morning,38,360-380
8/19/15,South-East,11:22:00,351.5,331.7,100,95,111.6,N,Night,6,100-120
8/20/15,Central-East,2:38:00,500,360.8822784810127,100,97.62025316455696,2135.7,D,Afternoon,79,2120-2140
8/20/15,North-Central,12:03:00,332.9,332.9,84,84,28.2,D,Afternoon,1,20-40
8/20/15,North-West,12:03:00,424.6,333.61379310344824,100,93.87931034482759,475.6,N,Night,58,460-480
8/21/15,Central-East,3:21:00,467.7,346.25151515151515,100,95.84848484848484,1521.5,N,Early Morning,33,1520-1540
8/21/15,North-West,3:20:00,386.5,333.4578947368421,100,93.21052631578948,310.6,N,Early Morning,57,300-320
8/21/15,South-East,11:10:00,356.6,354.6,97,96,117.7,D,Morning,2,100-120
8/22/15,Central-East,2:26:00,379.5,342.34250000000003,100,94.625,391.9,N,Night,40,380-400
8/22/15,North-West,4:03:00,410.5,336.3,100,92.8125,620.7,N,Night,16,620-640
8/23/15,Central-East,3:09:00,493.5,366.3257142857143,100,97.4,1529.9,D,Afternoon,35,1520-1540
8/23/15,North-West,3:08:00,389.6,340.0644068,100,92.49152542372882,238.7,D,Afternoon,59,220-240
8/23/15,South-East,14:11:00,395.6,385.20000000000005,100,100,264.3,D,Afternoon,2,260-280
8/24/15,Central-East,2:14:00,380.4,334.4,100,95.35,1097.9,N,Night,20,1080-1100
8/24/15,North-West,3:50:00,365.5,329.81739130434784,100,94.73913043478261,305.2,N,Night,23,300-320
8/24/15,South-East,11:41:00,351.2,345.95,94,89,48.5,D,Morning,2,40-60
8/25/15,Central-East,2:57:00,487.7,351.8410256410256,100,95.30769231,1409.5,D,Afternoon,39,1400-1420
8/25/15,North-Central,23:27:00,315.9,315.9,92,92,17.9,N,Night,1,0-20
8/25/15,North-West,2:55:00,411.2,331.0506172839506,100,92.24691358024691,522.1,N,Night,81,520-540
8/26/15,Central-East,22:31:00,334.2,326.95,100,99.5,100.1,N,Night,2,100-120
8/26/15,North-West,3:38:00,405.9,343.0472222222222,100,93.52777777777777,562.6,D,Afternoon,36,560-580
8/27/15,Central-East,2:44:00,457,355.68301886792455,100,96.47169811320755,1414.8,D,Afternoon,53,1400-1420
8/27/15,North-West,12:09:00,351.6,338.10625,96,87.875,168.6,D,Afternoon,16,160-180
8/28/15,Central-East,3:27:00,421.8,352.4633333333333,100,96.03333333333333,1230,D,Afternoon,30,1220-1240
8/28/15,North-Central,14:31:00,389,389,100,100,293.4,D,Afternoon,1,280-300
8/28/15,North-West,14:32:00,379.9,346.3,100,91.9,179.2,D,Afternoon,10,160-180
8/28/15,South-East,11:16:00,340.8,340.8,81,81,26,D,Morning,1,20-40
8/29/15,Central-East,2:32:00,500,369.77323943661975,100,95.97183098591549,3908.2,D,Morning,71,3900-3920
8/30/15,Central-East,3:15:00,445.7,359.04400000000004,100,95.16,830.2,D,Afternoon,25,820-840
8/31/15,Central-East,11:46:00,368.4,332.73333333333335,100,91.73333333333333,107.8,N,Night,15,100-120
8/31/15,North-Central,11:44:00,340.2,339.45,88,85.5,44.7,D,Morning,2,40-60
8/31/15,South-East,11:47:00,377.8,363.59999999999997,100,100,444,N,Night,7,440-460
9/1/15,Central-East,3:03:00,400.9,354.8272727272727,100,94.06060606060606,249.7,D,Afternoon,33,240-260
9/1/15,North-Central,12:28:00,336.9,335.3666666666666,85,84.33333333333333,39.7,D,Afternoon,3,20-40
9/1/15,South-East,14:05:00,343.2,342.95,85,85,26.1,D,Afternoon,2,20-40
9/2/15,Central-East,11:33:00,377.7,345.23636363636365,100,91.90909091,829.3,D,Afternoon,11,820-840
9/2/15,South-East,11:34:00,337.2,337.2,83,83,17.6,D,Morning,1,0-20
9/3/15,Central-East,2:50:00,388.6,331.0689655172414,100,92.65517241379311,228.9,N,Early Morning,29,220-240
9/3/15,North-Central,12:16:00,335,331.93333333333334,86,83.66666666666667,30.6,D,Afternoon,3,20-40
9/4/15,Central-East,14:36:00,345.6,326.9,99,89.8,150.6,N,Night,5,140-160
9/5/15,Central-East,2:38:00,417.6,347.5964285714286,100,94.46428571428571,511.1,N,Afternoon,28,500-520
9/5/15,North-Central,12:03:00,333.5,333.5,85,85,26.7,D,Afternoon,1,20-40
9/6/15,Central-East,3:21:00,418.9,349.86470588235295,100,94.82352941176471,797.3,N,Afternoon,34,780-800
9/7/15,Central-East,11:52:00,500,360.55172413793105,100,95.44827586206897,2910.9,D,Morning,58,2900-2920
9/7/15,North-West,15:08:00,337.4,331.2,100,91,229.4,D,Afternoon,3,220-240
9/8/15,Central-East,3:09:00,503.1,359.7857142857143,100,93.67532467532467,1743,D,Afternoon,77,1740-1760
9/8/15,North-Central,14:12:00,454.2,401.06666666666666,100,95.66666666666667,758.7,D,Afternoon,3,740-760
9/8/15,North-West,12:33:00,446,346.2214285714286,100,94.78571428571429,692.3,D,Afternoon,14,680-700
9/9/15,Central-East,11:39:00,399.7,349.96000000000004,100,94.85714285714286,1895.6,D,Afternoon,35,1880-1900
9/9/15,North-Central,22:43:00,364.2,339.94615384615383,100,99.07692307692308,192.9,N,Night,13,180-200
9/9/15,North-West,3:50:00,368.2,340.97999999999996,100,95.66666666666667,350.5,N,Night,15,340-360
9/10/15,Central-East,2:56:00,465.6,355.28202247191007,100,96.92134831460675,935.9,N,Afternoon,89,920-940
9/10/15,North-Central,2:56:00,500,364.6598291,100,97.76923076923077,3161,N,Night,117,3160-3180
9/10/15,North-West,2:55:00,420.3,346.3709677419355,100,92.90322580645162,443.7,D,Afternoon,31,440-460
9/11/15,Central-East,3:39:00,445.2,345.425,100,98.95454545454545,1355,N,Night,44,1340-1360
9/11/15,North-Central,3:39:00,453.2,357.1795081967213,100,95.63114754,2773.5,D,Afternoon,122,2760-2780
9/11/15,North-West,3:38:00,343.3,331.1,98,94.5,252.2,N,Early Morning,2,240-260
9/12/15,Central-East,2:44:00,467.4,357.58444444444444,100,96.82222222222222,1180.4,N,Early Morning,45,1180-1200
9/12/15,North-Central,2:44:00,447.5,339.7527272727273,100,96.30909090909091,1348.4,N,Night,55,1340-1360
9/12/15,North-West,2:43:00,376.5,337.8090909090909,100,91.54545454545455,140.2,D,Afternoon,11,140-160
9/12/15,South-East,13:46:00,350.2,350.2,93,93,38.5,D,Afternoon,1,20-40
9/13/15,Central-East,22:18:00,314.2,314.2,88,88,82.1,N,Night,1,80-100
9/13/15,North-Central,14:31:00,396.9,350.9230769230769,100,90.23076923076923,371.7,D,Afternoon,13,360-380
9/13/15,North-West,3:26:00,359.2,333.9,100,93.2,94.8,N,Early Morning,5,80-100
9/14/15,North-Central,2:32:00,339.1,323.48333333333335,100,89.83333333333333,62.8,N,Early Morning,6,60-80
9/15/15,North-Central,3:14:00,332.9,328.06666666666666,100,99.66666666666667,101.3,N,Night,3,100-120
9/16/15,South-East,11:46:00,355.7,355.7,97,97,85,D,Morning,1,80-100
9/19/15,Central-Central,23:19:00,335.6,328.5,100,97.5,38.5,N,Night,2,20-40
9/19/15,Central-East,12:16:00,362.8,334.65999999999997,100,97.2,115,N,Night,5,100-120
9/20/15,Central-Central,3:33:00,321.5,320.5,100,99.5,50,N,Early Morning,2,40-60
9/20/15,Central-East,14:36:00,380.3,366.7,100,97.75,405.5,D,Afternoon,4,400-420
9/20/15,North-East,12:59:00,360.1,346.3,100,91.8,749.2,D,Afternoon,10,740-760
9/21/15,Central-East,12:04:00,377.4,354.73636363636365,100,90.81818181818181,237.5,D,Afternoon,11,220-240
9/21/15,North-Central,12:03:00,343.1,338.5,90,87,37.4,D,Afternoon,5,20-40
9/22/15,Central-East,14:24:00,342.1,342.1,87,87,67.1,D,Afternoon,1,60-80
9/22/15,North-Central,14:25:00,335.5,335.5,85,85,29.5,D,Afternoon,1,20-40
9/23/15,North-Central,11:51:00,328.5,328.5,81,81,24.4,D,Morning,1,20-40
9/23/15,South-East,11:52:00,335.6,335.6,82,82,31,D,Morning,1,20-40
9/24/15,Central-East,14:12:00,356.2,356.2,98,98,74.9,D,Afternoon,1,60-80
9/24/15,North-Central,12:33:00,384.7,354.65,100,95.875,430.1,D,Afternoon,8,420-440
9/25/15,Central-East,14:55:00,364.9,360.2,100,92.5,787.8,D,Afternoon,4,780-800
9/26/15,Central-East,12:22:00,455.4,376.9714285714286,100,97.42857142857143,809.8,D,Afternoon,7,800-820
9/26/15,North-Central,12:21:00,329,329,82,82,25.3,D,Afternoon,1,20-40
9/26/15,North-East,14:00:00,402.9,366.0333333333333,100,94.66666666666667,252.8,D,Afternoon,3,240-260
9/27/15,South-East,11:28:00,342,342,85,85,29.5,D,Morning,1,20-40
9/28/15,North-Central,12:09:00,380.8,360.26666666666665,100,96.33333333333333,148.6,D,Afternoon,3,140-160
9/29/15,South-East,14:29:00,344.2,344.2,87,87,100.2,D,Afternoon,1,100-120
9/30/15,Central-East,11:58:00,353.9,353.9,96,96,69.5,D,Morning,1,60-80
10/2/15,Central-Central,11:45:00,342.9,337.8333333333333,91,87.33333333333333,47.5,D,Morning,3,40-60
10/2/15,Central-East,11:45:00,365.4,344.02500000000003,100,90.75,92.9,D,Morning,12,80-100
10/2/15,South-East,11:46:00,342.5,342.5,87,87,44.7,D,Morning,1,40-60
10/3/15,North-Central,12:27:00,340.1,332.6666666666667,90,85.66666666666667,41.1,D,Afternoon,3,40-60
10/5/15,North-Central,12:15:00,381,340.2125,100,88.75,282.8,D,Afternoon,8,280-300
10/5/15,North-West,23:20:00,322,321.3,100,100,21.7,N,Night,2,20-40
10/6/15,Central-Central,11:20:00,338.6,335.65,90,88,149.4,D,Morning,2,140-160
10/6/15,Central-East,11:21:00,341.5,331.9,91,83.8,112.9,D,Morning,5,100-120
10/6/15,North-Central,14:37:00,330.8,330.8,84,84,40.6,D,Afternoon,1,40-60
10/7/15,North-Central,12:03:00,330.5,330.5,85,85,23.1,D,Afternoon,1,20-40
10/7/15,South-East,2:39:00,347.6,332.70000000000005,100,98,59.2,N,Early Morning,2,40-60
10/8/15,North-Central,14:25:00,350.2,340.2,96,91.25,80.5,D,Afternoon,4,80-100
10/9/15,North-Central,11:50:00,351.6,334.85714285714283,100,96.14285714285714,242.2,N,Night,7,240-260
10/9/15,South-East,11:52:00,344,339.43333333333334,90,86,38.3,D,Morning,3,20-40
10/10/15,North-Central,3:08:00,341,330.33000000000004,97,87,40,D,Afternoon,10,40-60
10/11/15,North-Central,11:38:00,337.3,331.9,89,85,71.6,D,Morning,2,60-80
10/12/15,Central-Central,23:25:00,395.9,360.3,100,98.66666666666667,311.9,N,Night,3,300-320
10/12/15,North-Central,14:00:00,336.3,333.93333333333334,87,85,34.7,D,Afternoon,3,20-40
10/13/15,Central-Central,11:27:00,373.7,353.775,100,93,418.1,D,Morning,4,400-420
10/14/15,North-Central,12:09:00,342.5,329.12,92,86,59.5,D,Afternoon,5,40-60
10/15/15,Central-East,14:30:00,328.7,328.7,82,82,35.7,D,Afternoon,1,20-40
10/15/15,North-Central,14:31:00,364.1,353.15,100,95.5,158.7,D,Afternoon,2,140-160
10/16/15,Central-Central,11:57:00,338.2,338.2,88,88,34.9,D,Morning,1,20-40
10/16/15,Central-East,11:58:00,345.6,344.4333333333334,93,92.66666666666667,51.6,D,Morning,3,40-60
10/16/15,North-Central,11:57:00,338,336.3,89,88.33333333333333,140.3,D,Afternoon,3,140-160
10/17/15,Central-Central,14:18:00,356.6,356.6,98,98,77.4,D,Afternoon,1,60-80
10/17/15,Central-East,14:18:00,351.6,341.5,96,90,66.2,D,Afternoon,2,60-80
10/17/15,North-Central,14:19:00,366.4,341.1166666666667,100,89.66666666666667,100.1,D,Afternoon,6,100-120
10/19/15,Central-East,14:06:00,344.5,344.5,88,88,46.9,D,Afternoon,1,40-60
10/19/15,North-Central,14:06:00,370.5,335.925,100,87.625,125.7,D,Afternoon,8,120-140
10/20/15,Central-East,11:33:00,347.5,333.93333333333334,94,86.66666666666667,79.3,D,Morning,3,60-80
10/21/15,Central-East,13:54:00,330.2,330.2,84,84,35.5,D,Afternoon,1,20-40
10/21/15,North-Central,12:15:00,351.1,335.6272727272727,96,88.18181818181819,87.8,D,Afternoon,11,80-100
10/21/15,North-East,13:54:00,399.4,360.09999999999997,100,93,272.6,D,Afternoon,3,260-280
10/22/15,Central-East,11:21:00,328.7,328.7,81,81,60.2,D,Morning,1,60-80
10/22/15,North-Central,14:37:00,345.4,334.275,93,87.25,87.6,D,Afternoon,8,80-100
10/23/15,Central-East,12:04:00,334.3,331.55,85,84,40.9,D,Afternoon,2,40-60
10/23/15,North-Central,12:02:00,351,333.02,100,96.8,64.1,N,Night,5,60-80
10/24/15,North-Central,14:25:00,387.9,339.59999999999997,100,88.66666666666667,205.4,D,Afternoon,6,200-220
10/25/15,North-Central,11:50:00,391.4,336.08000000000004,100,87,275.8,D,Morning,10,260-280
10/26/15,Central-Central,14:12:00,330.7,330.7,83,83,22.5,D,Afternoon,1,20-40
10/26/15,North-Central,12:33:00,351.5,333.74375,97,87,167.7,D,Afternoon,16,160-180
10/26/15,South-East,14:11:00,343.9,343.9,90,90,48.3,D,Afternoon,1,40-60
10/27/15,Central-East,11:39:00,325.8,325.8,84,84,29.8,D,Morning,1,20-40
10/28/15,Central-Central,14:00:00,326.7,326.7,84,84,24.8,D,Afternoon,1,20-40
10/28/15,Central-East,12:22:00,327,325.43333333333334,84,82.66666666666667,62.4,D,Afternoon,3,60-80
10/28/15,North-Central,14:00:00,336.1,336.1,90,90,43,D,Afternoon,1,40-60
10/30/15,Central-East,12:10:00,323.8,323.8,82,82,33.6,D,Afternoon,1,20-40
10/30/15,North-Central,13:48:00,325.4,325.4,83,83,43.1,D,Afternoon,1,40-60
10/30/15,South-East,13:46:00,362.9,339.85,100,87,100.4,D,Afternoon,4,100-120
10/31/15,North-Central,14:31:00,361.6,340.775,100,89.75,112.7,D,Afternoon,8,100-120
11/1/15,South-East,12:34:00,344.9,340.3666666666666,91,87,77.6,D,Afternoon,3,60-80
11/4/15,Central-Central,11:28:00,332.8,331.55,88,87.5,107.7,D,Morning,2,100-120
11/4/15,North-Central,13:07:00,323.8,323.8,83,83,25.9,D,Afternoon,1,20-40
11/6/15,Central-East,12:54:00,352.8,339.4,97,90.5,89.4,D,Afternoon,2,80-100
11/6/15,North-Central,12:54:00,337.3,329.36,90,85.8,67.6,D,Afternoon,5,60-80
11/6/15,South-East,12:52:00,335.9,331.6,87,84,29.3,D,Afternoon,2,20-40
11/7/15,Central-East,13:37:00,330.3,328.6,84,83,82.6,D,Afternoon,2,80-100
11/7/15,North-Central,13:37:00,349.4,334.9555555555555,96,88.77777777777777,111.9,D,Afternoon,9,100-120
11/7/15,South-East,2:34:00,332.5,332.5,100,100,195.7,N,Early Morning,1,180-200
11/8/15,Central-East,12:41:00,327.5,327.5,83,83,21.9,D,Afternoon,1,20-40
11/10/15,North-Central,10:50:00,378.7,335.0692307692307,100,90.38461538461539,424.8,D,Morning,13,420-440
11/10/15,South-East,10:52:00,352.1,352.1,84,84,66.1,D,Morning,1,60-80
11/11/15,Central-East,13:12:00,342.8,335.2,89,88,52.4,D,Afternoon,4,40-60
11/11/15,North-Central,2:07:00,379.3,350.6928571428571,100,95.57142857142857,205.1,D,Afternoon,14,200-220
11/11/15,North-West,13:13:00,321.1,321.1,81,81,24.1,D,Afternoon,1,20-40
11/12/15,Central-Central,13:55:00,331.5,331.5,84,84,191.4,D,Afternoon,1,180-200
11/12/15,Central-East,10:39:00,377.6,342.08000000000004,91,87.4,284.7,D,Afternoon,5,280-300
11/12/15,North-Central,10:38:00,377.6,338.39130434782606,100,90.47826086956522,563.7,D,Afternoon,23,560-580
11/13/15,North-Central,11:21:00,378.8,335.26666666666665,100,90.33333333333333,176.4,D,Afternoon,12,160-180
11/14/15,North-Central,13:43:00,404.7,346.25714285714287,100,90.71428571428571,798,D,Afternoon,7,780-800
11/16/15,Central-Central,13:30:00,322.7,322.7,82,82,31.9,D,Afternoon,1,20-40
11/16/15,North-Central,13:31:00,353,336.525,97,89.5,119.1,D,Afternoon,4,100-120
11/17/15,North-Central,22:02:00,314.8,314.8,90,90,17.5,N,Night,1,0-20
11/18/15,Central-Central,13:18:00,381.8,363.1333333333334,100,98.83333333333333,184.1,D,Afternoon,6,180-200
11/18/15,North-Central,11:39:00,370.4,336.8764705882353,100,87.76470588235294,128.6,D,Afternoon,17,120-140
11/19/15,Central-Central,10:45:00,337.3,337.3,90,90,46.7,D,Morning,1,40-60
11/19/15,Central-East,10:45:00,332.1,326.175,92,86.5,233.3,D,Afternoon,4,220-240
11/19/15,North-Central,10:45:00,338.5,326.875,100,86.58333333333333,273.6,D,Afternoon,12,260-280
11/19/15,South-East,10:46:00,327.7,327.7,81,81,31.3,D,Morning,1,20-40
11/20/15,Central-Central,11:28:00,382,347.07142857142856,100,92.42857142857143,161.7,D,Afternoon,7,160-180
11/20/15,Central-East,2:02:00,313.3,313.3,81,81,15.4,N,Early Morning,1,0-20
11/20/15,North-Central,11:27:00,394.1,342.90000000000003,100,90.94117647058823,225.1,D,Afternoon,17,220-240
11/20/15,South-East,13:05:00,332.6,332.6,84,84,26.6,D,Afternoon,1,20-40
11/21/15,South-East,12:10:00,340.8,329.95,100,90.83333333333333,224,D,Afternoon,6,220-240
11/22/15,North-Central,11:15:00,337,335.7,90,89.5,58.8,D,Morning,2,40-60
11/23/15,North-Central,13:37:00,386.5,344.4428571428571,100,90.85714285714286,418,D,Afternoon,14,400-420
11/23/15,South-East,10:21:00,329.5,328.45,84,82.5,28.5,D,Morning,2,20-40
11/25/15,Central-Central,13:24:00,324.5,324.5,83,83,31.1,D,Afternoon,1,20-40
11/25/15,Central-East,13:24:00,328.4,328.4,81,81,40.6,D,Afternoon,1,40-60
11/26/15,Central-Central,10:51:00,324.8,324.8,83,83,25.5,D,Morning,1,20-40
11/26/15,Central-East,10:52:00,321.5,321.5,81,81,17.6,D,Morning,1,0-20
11/28/15,South-East,12:16:00,357.1,355.8,98,97.5,430.7,D,Afternoon,2,420-440
11/29/15,North-West,22:27:00,313.9,313.9,88,88,24.1,N,Night,1,20-40
11/29/15,South-East,12:58:00,335.8,331.6666666666667,89,86,34.2,D,Afternoon,3,20-40
12/1/15,Central-Central,12:48:00,324.4,324.4,83,83,45.8,D,Afternoon,1,40-60
12/1/15,Central-East,11:10:00,342.9,336.4,93,89.5,82,D,Morning,2,80-100
12/1/15,North-Central,11:09:00,355.6,336.14166666666665,98,89.25,145.1,D,Afternoon,12,140-160
12/1/15,South-East,12:46:00,347.6,343.1,94,92,58.2,D,Afternoon,2,40-60
12/2/15,Central-Central,13:31:00,350.5,333.65555555555557,96,87.66666666666667,116.5,D,Afternoon,9,100-120
12/2/15,Central-East,13:31:00,334.2,327.6,89,85,62.4,D,Afternoon,2,60-80
12/3/15,Central-Central,10:57:00,359.6,346.8,99,94,85.3,D,Morning,3,80-100
12/4/15,Central-East,13:18:00,360.6,352.93333333333334,100,97.33333333333333,100.8,D,Afternoon,3,100-120
12/8/15,South-East,12:52:00,370.5,370.5,100,100,111.7,D,Afternoon,1,100-120
12/9/15,North-Central,13:38:00,340.1,336.25,92,90,119.5,D,Afternoon,2,100-120
12/11/15,Central-East,13:24:00,328.7,328.35,86,85.5,42.4,D,Afternoon,2,40-60
12/12/15,Central-Central,10:51:00,321.1,321.1,81,81,20.6,D,Morning,1,20-40
12/12/15,Central-East,10:51:00,323.1,323.1,82,82,22.4,D,Morning,1,20-40
12/12/15,South-East,10:52:00,347.9,347.9,95,95,60.4,D,Morning,1,60-80
12/15/15,Central-East,11:22:00,327.6,325.1166666666667,85,83.5,95.6,D,Afternoon,6,80-100
12/15/15,South-East,12:58:00,359.9,344.09999999999997,99,92.33333333333333,87.7,D,Afternoon,3,80-100
12/16/15,Central-East,10:27:00,351.7,351.35,97,96.5,132.3,D,Morning,2,120-140
12/17/15,North-Central,22:13:00,334.9,334.9,100,100,44.4,N,Night,1,40-60
12/19/15,North-Central,22:02:00,341.5,341.5,100,100,0,N,Night,1,0-20
12/21/15,South-East,10:46:00,322.2,322.2,81,81,30.8,D,Morning,1,20-40
12/23/15,South-East,10:34:00,343.8,339.35,93,90.5,48.7,D,Morning,2,40-60
12/26/15,South-East,1:39:00,392.8,363.62,100,97.2,323.6,N,Early Morning,5,320-340
12/29/15,South-East,13:11:00,347.4,334.95,95,88.5,76.7,D,Afternoon,6,60-80
12/30/15,South-East,21:41:00,355.4,341,100,100,88,N,Night,2,80-100
1/1/16,South-East,10:28:00,335.6,335.6,89,89,36.7,D,Morning,1,20-40
1/2/16,South-East,12:46:00,363.5,343.25,100,91.5,101.5,D,Afternoon,4,100-120
1/13/16,South-East,12:28:00,323.9,323.9,81,81,40.6,D,Afternoon,1,40-60
1/15/16,Central-East,10:39:00,321.5,321.5,81,81,23.8,D,Morning,1,20-40
1/25/16,South-East,12:52:00,331.4,328.2,85,83,26.4,D,Afternoon,2,20-40
1/29/16,South-East,10:52:00,368.6,349.6,100,93,169.6,D,Morning,2,160-180
1/30/16,South-East,13:11:00,348.2,348.2,94,94,76.2,D,Afternoon,1,60-80
2/1/16,Central-Central,13:00:00,328.8,328.8,86,86,36.4,D,Afternoon,1,20-40
2/1/16,South-East,12:58:00,341.7,341.7,92,92,46.5,D,Afternoon,1,40-60
2/3/16,Central-Central,11:10:00,322.7,321.85,82,81.5,29.3,D,Morning,2,20-40
2/3/16,Central-East,12:47:00,389.6,361.6,87,85.5,206.8,D,Afternoon,2,200-220
2/5/16,South-East,12:34:00,343.7,343.7,93,93,64.3,D,Afternoon,1,60-80
2/6/16,Central-Central,13:18:00,339.6,339.6,92,92,43.4,D,Afternoon,1,40-60
2/7/16,South-East,21:48:00,317.1,317.1,94,94,19.1,N,Night,1,0-20
2/8/16,Central-Central,13:06:00,323.7,323.7,82,82,20.5,D,Afternoon,1,20-40
2/8/16,South-East,13:05:00,345.2,341.4,92,89.5,62.7,D,Afternoon,2,60-80
2/9/16,South-East,10:34:00,331.1,331.1,83,83,26.9,D,Morning,1,20-40
2/10/16,Central-East,1:51:00,335.2,327.85,100,100,43,N,Early Morning,2,40-60
2/10/16,South-East,12:53:00,371.1,371.1,100,100,131.5,D,Afternoon,1,120-140
2/11/16,North-Central,13:38:00,325.9,325.9,84,84,38.8,D,Afternoon,1,20-40
2/11/16,South-East,10:22:00,338.3,334.20000000000005,88,84.5,37.4,D,Morning,2,20-40
2/12/16,North-Central,12:43:00,327.5,327.5,81,81,99.2,D,Afternoon,1,80-100
2/13/16,South-East,13:23:00,340.8,340.8,89,89,95.5,D,Afternoon,1,80-100
2/15/16,Central-Central,13:12:00,334.5,334.5,83,83,30.8,D,Afternoon,1,20-40
2/15/16,South-East,13:11:00,400.4,400.4,100,100,365.5,D,Afternoon,1,360-380
2/21/16,South-East,12:34:00,335.7,335.7,84,84,56.2,D,Afternoon,1,40-60
2/22/16,North-Central,13:19:00,334.3,334.3,89,89,36.8,D,Afternoon,1,20-40
2/24/16,North-Central,13:07:00,347.8,338.3,95,90.5,68.1,D,Afternoon,2,60-80
2/29/16,Central-East,13:24:00,328.9,328.9,83,83,25.5,D,Afternoon,1,20-40
2/29/16,North-Central,13:25:00,321.1,321.1,81,81,17.3,D,Afternoon,1,0-20
3/1/16,Central-Central,10:51:00,327.5,327.5,84,84,21.5,D,Morning,1,20-40
3/1/16,Central-East,10:51:00,335.7,334.25,90,89,35.2,D,Morning,2,20-40
3/1/16,South-East,10:51:00,327.6,327.6,81,81,17.1,D,Morning,1,0-20
3/2/16,Central-Central,11:34:00,335.5,332.3666666666667,89,86.66666666666667,182.5,D,Morning,3,180-200
3/2/16,North-Central,13:13:00,335.4,332.75,89,88,34.3,D,Afternoon,2,20-40
3/10/16,Central-East,10:45:00,327.1,327.1,82,82,20.7,D,Morning,1,20-40
3/10/16,South-East,10:46:00,331.3,330.70000000000005,82,81.5,30,D,Morning,2,20-40
3/15/16,Central-Central,12:03:00,334.1,329,89,85.33333333333333,52.2,D,Afternoon,3,40-60
3/15/16,Central-East,12:03:00,324.3,324.3,82,82,27.7,D,Afternoon,1,20-40
3/18/16,South-East,14:11:00,348.9,348.9,93,93,68.3,D,Afternoon,1,60-80
3/21/16,South-East,11:27:00,338.7,334.5,88,84.5,49.7,D,Morning,2,40-60
3/24/16,North-East,23:01:00,323.5,323.5,100,100,38.5,N,Night,1,20-40
3/24/16,South-East,13:35:00,377.8,377.8,100,100,355.1,D,Afternoon,1,340-360
3/26/16,Central-East,11:45:00,330,328.05,82,81.5,20.6,D,Morning,2,20-40
3/26/16,South-East,22:47:00,419.4,413.875,100,100,395,N,Night,4,380-400
3/27/16,South-East,3:04:00,341.3,325,100,95.66666666666667,142.3,N,Early Morning,3,140-160
3/29/16,Central-East,12:16:00,353.9,336.2,97,88,131.4,D,Afternoon,5,120-140
3/29/16,North-West,12:14:00,333.3,330.15,88,86.5,34.4,D,Afternoon,2,20-40
3/30/16,North-Central,11:20:00,324.2,324.2,83,83,112.6,D,Morning,1,100-120
