Date,Temperature_Max,Relative_Humidity,Precipitation,Wind_Speed,Surface Soil Wetness,Root Zone Soil Wetness,Coordinate_Group_,Local_Time_Min,Max_Brightness,Mean_Brightness,Max_Confidence,Mean_Confidence,FRP,Day_Night,Time_Period,Total_Fire_Incidents,FRP_Bin,Fire_Recorded
4/13/16,17.38,72.06,0,1.77,0.7,0.7,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
4/14/16,15.86,59.69,0,2.95,0.68,0.7,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
4/15/16,17.27,58.62,0,2.71,0.67,0.69,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
4/16/16,22.91,44.75,0,2.75,0.66,0.68,North-Central,12:03:00,355.3,339.6,98,90,65.4,D,Afternoon,3,60-80,1
4/17/16,24.13,39.31,0,2.61,0.65,0.67,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
4/18/16,24.2,45.56,0,2.39,0.64,0.66,North-Central,11:50:00,342.7,339.1,91,89,55,D,Morning,2,40-60,1
4/18/16,24.2,45.56,0,2.39,0.64,0.66,North-East,13:32:00,361,348.15,100,93.5,227.3,D,Afternoon,4,220-240,1
4/19/16,24.81,46.69,0,2.08,0.63,0.66,North-Central,12:33:00,353.7,337.0142857142857,97,88.57142857142857,78.4,D,Afternoon,7,60-80,1
4/19/16,24.81,46.69,0,2.08,0.63,0.66,South-East,14:12:00,394.1,362.04,100,96.6,262.9,D,Afternoon,5,260-280,1
4/20/16,23.21,40.75,0,2.02,0.62,0.65,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
4/21/16,22.49,49.06,0,2.28,0.61,0.64,Central-Central,14:01:00,336,336,84,84,28.9,D,Afternoon,1,20-40,1
4/21/16,22.49,49.06,0,2.28,0.61,0.64,North-Central,14:01:00,351.1,341.85,96,91.5,71.8,D,Afternoon,2,60-80,1
4/22/16,16.01,79.94,9.48,3.25,0.63,0.64,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
4/23/16,16.58,71.19,0.02,2.45,0.63,0.65,Central-East,13:48:00,337.8,334.45000000000005,87,84,56.1,D,Afternoon,2,40-60,1
4/24/16,14.42,72.06,0.73,1.95,0.62,0.65,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
4/25/16,11.41,71.56,0.75,3.09,0.62,0.64,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
4/26/16,16.64,63.12,0,2.23,0.62,0.64,North-Central,14:20:00,341.8,334.95000000000005,92,88.5,42.7,D,Afternoon,2,40-60,1
4/27/16,15.97,69.69,0.71,2.33,0.61,0.64,Central-Central,11:45:00,353.3,348.3,97,94,70.4,D,Morning,2,60-80,1
4/27/16,15.97,69.69,0.71,2.33,0.61,0.64,South-East,11:46:00,353.2,340.575,96,87.5,62,D,Morning,4,60-80,1
4/28/16,15.69,70.25,0.05,2.1,0.61,0.63,Central-Central,14:07:00,329.6,329.6,82,82,21,D,Afternoon,1,20-40,1
4/28/16,15.69,70.25,0.05,2.1,0.61,0.63,North-Central,12:28:00,332.3,331.06666666666666,86,84.66666666666667,45.3,D,Afternoon,3,40-60,1
4/29/16,18.54,63.69,0.03,2.5,0.6,0.63,Central-East,11:33:00,344.4,344.4,91,91,57,D,Morning,1,40-60,1
4/30/16,21.18,57.19,0.03,1.84,0.59,0.62,Central-East,12:16:00,329,329,83,83,34.5,D,Afternoon,1,20-40,1
4/30/16,21.18,57.19,0.03,1.84,0.59,0.62,North-Central,12:15:00,324.4,324.4,81,81,17.6,D,Afternoon,1,0-20,1
5/1/16,20.24,50.06,0.41,2.45,0.59,0.62,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
5/2/16,22.86,50.25,0.44,2.27,0.58,0.62,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
5/3/16,25.36,46.75,0.01,2.08,0.57,0.61,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
5/4/16,22.32,58.56,0.03,2.22,0.57,0.6,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
5/5/16,15.75,82.31,4.24,1.83,0.59,0.6,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
5/6/16,14.96,79.75,4.34,1.41,0.59,0.61,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
5/7/16,13.62,85.19,2.24,1.24,0.59,0.61,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
5/8/16,16.89,80.19,0.34,1.69,0.59,0.61,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
5/9/16,22.53,68.06,0,1.88,0.58,0.61,Central-East,12:10:00,333.9,333.9,85,85,32,D,Afternoon,1,20-40,1
5/10/16,23.87,59.19,0,2.04,0.57,0.6,Central-Central,14:31:00,335.4,335.4,82,82,22.6,D,Afternoon,1,20-40,1
5/11/16,26.14,38.75,0,2.61,0.55,0.59,Central-East,11:58:00,342.6,342.6,88,88,42.2,D,Morning,1,40-60,1
5/11/16,26.14,38.75,0,2.61,0.55,0.59,North-Central,11:57:00,332.9,328.85,85,83,28.1,D,Morning,2,20-40,1
5/11/16,26.14,38.75,0,2.61,0.55,0.59,North-East,11:56:00,338.5,338.5,89,89,45.6,D,Morning,1,40-60,1
5/12/16,28.78,38.75,0,2.15,0.55,0.59,North-Central,14:20:00,334.4,334.4,86,86,26.9,D,Afternoon,1,20-40,1
5/13/16,27.75,42.75,0,1.92,0.54,0.59,South-East,2:21:00,356.2,340.2,100,100,120.8,N,Early Morning,2,120-140,1
5/14/16,22.34,55.62,0,2.13,0.54,0.58,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
5/15/16,21.64,58.31,0,2.66,0.54,0.58,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
5/16/16,22.95,60.06,0.44,2.57,0.54,0.57,Central-East,13:54:00,338.6,338.6,83,83,33.5,D,Afternoon,1,20-40,1
5/16/16,22.95,60.06,0.44,2.57,0.54,0.57,North-Central,12:16:00,333.3,329.93333333333334,85,82.66666666666667,30.5,D,Afternoon,3,20-40,1
5/16/16,22.95,60.06,0.44,2.57,0.54,0.57,South-East,12:17:00,417.9,354.3999999999999,100,87.66666666666667,362,D,Afternoon,3,360-380,1
5/17/16,26.56,45.19,0.09,2.05,0.53,0.57,North-Central,14:38:00,328.5,328.5,81,81,47,D,Afternoon,1,40-60,1
5/18/16,27.66,46.75,0,2.54,0.52,0.56,Central-Central,13:42:00,330.2,327.2,100,90.5,39.8,D,Afternoon,2,20-40,1
5/18/16,27.66,46.75,0,2.54,0.52,0.56,Central-East,12:04:00,345.7,339.3,89,84,53,D,Afternoon,3,40-60,1
5/18/16,27.66,46.75,0,2.54,0.52,0.56,North-Central,12:03:00,330.9,330.9,82,82,25.6,D,Afternoon,1,20-40,1
5/18/16,27.66,46.75,0,2.54,0.52,0.56,South-East,12:05:00,351.1,343.175,94,87.25,164.3,D,Afternoon,4,160-180,1
5/19/16,25.04,45.56,0,2.2,0.52,0.55,Central-Central,14:24:00,340.7,340.54999999999995,85,85,30.9,D,Afternoon,2,20-40,1
5/20/16,14.92,61.19,0,2.26,0.52,0.55,Central-Central,11:52:00,374.3,350.73999999999995,100,93.6,133.6,D,Morning,5,120-140,1
5/20/16,14.92,61.19,0,2.26,0.52,0.55,Central-East,11:52:00,330.9,330.9,82,82,19.6,D,Morning,1,0-20,1
5/20/16,14.92,61.19,0,2.26,0.52,0.55,South-East,22:54:00,330.5,321.2,100,92,32.7,N,Night,2,20-40,1
5/21/16,16.01,60.69,0.03,2.34,0.52,0.55,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
5/22/16,18.24,60.12,0,2.09,0.52,0.55,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
5/23/16,17.83,57.94,0.31,2.5,0.52,0.55,Central-Central,14:00:00,345.6,342.65,91,88.5,49.3,D,Afternoon,2,40-60,1
5/23/16,17.83,57.94,0.31,2.5,0.52,0.55,Central-East,12:23:00,335.3,334.3,83,82,87.5,D,Afternoon,3,80-100,1
5/23/16,17.83,57.94,0.31,2.5,0.52,0.55,South-East,13:59:00,347.4,344.5,90,88,40.3,D,Afternoon,2,40-60,1
5/24/16,15.87,68.94,1.14,1.8,0.52,0.55,Central-Central,11:27:00,335.9,335.9,87,87,91.8,D,Morning,1,80-100,1
5/25/16,15.65,74.81,5.48,1.84,0.55,0.55,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
5/26/16,21.77,63.44,0.59,2.38,0.52,0.55,North-Central,14:31:00,334.3,334.3,81,81,35,D,Afternoon,1,20-40,1
5/27/16,25.25,51.5,0.11,2.4,0.52,0.55,Central-East,11:58:00,354.2,346.5,97,91.5,60.2,D,Morning,2,60-80,1
5/28/16,26.06,49.94,0.76,2.12,0.51,0.55,South-East,14:18:00,338.4,338.4,83,83,26.1,D,Afternoon,1,20-40,1
5/29/16,26.71,49.88,0.34,2.09,0.51,0.54,South-East,13:22:00,357.5,357.5,98,98,262.6,D,Afternoon,1,260-280,1
5/30/16,29.38,48.75,0.46,2.39,0.5,0.54,Central-East,3:03:00,314.4,314.4,89,89,15,N,Early Morning,1,0-20,1
5/31/16,32.15,40.06,0.01,2.55,0.48,0.53,South-East,11:34:00,375,349.72,100,94.6,340.3,D,Morning,5,340-360,1
6/1/16,32.83,33.56,0,2.42,0.48,0.52,Central-East,13:53:00,344.1,333.2,88,85.33333333333333,41.2,D,Afternoon,3,40-60,1
6/1/16,32.83,33.56,0,2.42,0.48,0.52,North-Central,2:50:00,322.1,322.1,100,100,32.2,N,Early Morning,1,20-40,1
6/1/16,32.83,33.56,0,2.42,0.48,0.52,South-East,13:52:00,389.5,367.4333333333333,100,94.66666666666669,174,D,Afternoon,3,160-180,1
6/2/16,32.29,29.06,0,2.2,0.47,0.52,Central-Central,22:24:00,311.7,311.7,83,83,81.6,N,Night,1,80-100,1
6/2/16,32.29,29.06,0,2.2,0.47,0.52,South-East,22:23:00,321.5,319.3,100,97,45.3,N,Night,2,40-60,1
6/3/16,34.67,31.94,0,2.51,0.45,0.52,Central-Central,23:07:00,333.4,333.4,100,100,32.8,N,Night,1,20-40,1
6/3/16,34.67,31.94,0,2.51,0.45,0.52,Central-East,23:07:00,317.4,317.4,95,95,14.7,N,Night,1,0-20,1
6/3/16,34.67,31.94,0,2.51,0.45,0.52,South-East,13:40:00,364.2,359.6,100,94,96.7,D,Afternoon,2,80-100,1
6/4/16,34.51,27.56,0,2.25,0.44,0.52,Central-East,14:24:00,357.2,357.2,92,92,63.2,D,Afternoon,1,60-80,1
6/5/16,33.05,30.88,0,2.73,0.42,0.51,Central-Central,11:52:00,367.6,355.24,100,94,217,D,Morning,5,200-220,1
6/5/16,33.05,30.88,0,2.73,0.42,0.51,South-East,11:53:00,354.1,342.575,95,92.5,147.8,D,Morning,4,140-160,1
6/6/16,32.62,36.69,0,2.52,0.41,0.51,South-East,10:58:00,343.4,343.4,85,85,115.1,D,Morning,1,100-120,1
6/7/16,33.67,35.31,0,2.41,0.4,0.5,Central-East,22:43:00,352.3,352.3,100,100,114.8,N,Night,1,100-120,1
6/7/16,33.67,35.31,0,2.41,0.4,0.5,North-Central,11:39:00,356.9,356.9,98,98,151.7,D,Morning,1,140-160,1
6/7/16,33.67,35.31,0,2.41,0.4,0.5,North-West,11:38:00,395.9,351.375,100,98.25,610.2,N,Night,8,600-620,1
6/7/16,33.67,35.31,0,2.41,0.4,0.5,South-East,13:16:00,367.2,343,100,94.8,340.1,D,Afternoon,5,340-360,1
6/8/16,33.81,29.75,0,2.09,0.39,0.5,North-Central,14:00:00,331.2,331.2,83,83,22.7,D,Afternoon,1,20-40,1
6/8/16,33.81,29.75,0,2.09,0.39,0.5,North-West,2:55:00,391.1,336.32,100,93.4,388.3,N,Early Morning,10,380-400,1
6/8/16,33.81,29.75,0,2.09,0.39,0.5,South-East,13:58:00,366.7,361.05,100,98,75.6,D,Afternoon,2,60-80,1
6/9/16,29.48,29.75,0,1.64,0.38,0.5,North-Central,14:43:00,340.4,340.4,89,89,82,D,Afternoon,1,80-100,1
6/9/16,29.48,29.75,0,1.64,0.38,0.5,North-West,3:38:00,348.8,336.3333333333333,99,94.33333333333331,368.5,D,Morning,3,360-380,1
6/9/16,29.48,29.75,0,1.64,0.38,0.5,South-East,11:28:00,347,347,90,90,37.6,D,Morning,1,20-40,1
6/10/16,27.85,36,0,1.91,0.38,0.49,North-Central,12:10:00,325.1,325.1,81,81,18.6,D,Afternoon,1,0-20,1
6/10/16,27.85,36,0,1.91,0.38,0.49,North-West,23:15:00,384.4,371.7,100,100,174.7,N,Night,3,160-180,1
6/11/16,27.37,39.75,4.24,2.37,0.41,0.5,North-Central,14:31:00,351.9,343.1,96,89,68.8,D,Afternoon,2,60-80,1
6/11/16,27.37,39.75,4.24,2.37,0.41,0.5,North-West,3:26:00,382.3,343.13125,100,95.4375,394.2,N,Afternoon,16,380-400,1
6/11/16,27.37,39.75,4.24,2.37,0.41,0.5,South-East,22:17:00,311.9,311.9,84,84,37.1,N,Night,1,20-40,1
6/12/16,23.75,56.38,4.73,1.73,0.46,0.5,Central-Central,13:35:00,341.2,339.85,90,89,171.9,D,Afternoon,2,160-180,1
6/12/16,23.75,56.38,4.73,1.73,0.46,0.5,North-Central,11:57:00,337.2,335.45,87,85.5,23.8,D,Morning,2,20-40,1
6/12/16,23.75,56.38,4.73,1.73,0.46,0.5,North-West,2:31:00,370.7,329,100,95.72727272727272,199.1,N,Night,11,180-200,1
6/12/16,23.75,56.38,4.73,1.73,0.46,0.5,South-East,13:34:00,355.2,329.43333333333334,100,94,109.3,N,Night,3,100-120,1
6/13/16,27.62,42.62,0.04,2.68,0.43,0.51,Central-East,14:18:00,350.3,345.6333333333334,93,87.66666666666667,45.5,D,Afternoon,3,40-60,1
6/13/16,27.62,42.62,0.04,2.68,0.43,0.51,North-West,3:14:00,369.8,336.5,100,96,114.9,N,Early Morning,10,100-120,1
6/13/16,27.62,42.62,0.04,2.68,0.43,0.51,South-East,11:04:00,382.9,354.175,100,90.5,332.5,D,Morning,4,320-340,1
6/14/16,25.55,35.38,0,2.5,0.41,0.5,Central-East,22:49:00,321.4,316.0333333333333,100,91,24.1,N,Night,3,20-40,1
6/14/16,25.55,35.38,0,2.5,0.41,0.5,South-East,11:47:00,351,349.75,93,92,69.6,D,Morning,2,60-80,1
6/15/16,20.35,40.69,0,2.11,0.41,0.5,Central-East,3:03:00,352.4,340.375,100,93.25,56.6,D,Afternoon,4,40-60,1
6/15/16,20.35,40.69,0,2.11,0.41,0.5,North-Central,14:06:00,329.8,329.8,83,83,27.7,D,Afternoon,1,20-40,1
6/15/16,20.35,40.69,0,2.11,0.41,0.5,South-Central,23:31:00,500,410.6545454545454,100,100,3487.2,N,Night,11,3480-3500,1
6/15/16,20.35,40.69,0,2.11,0.41,0.5,South-East,14:04:00,385.4,347.9,100,97.25,191.2,D,Afternoon,4,180-200,1
6/16/16,23.63,35.19,0,2.17,0.4,0.5,Central-East,11:34:00,338.5,338.5,86,86,43.3,D,Morning,1,40-60,1
6/16/16,23.63,35.19,0,2.17,0.4,0.5,South-Central,2:08:00,387.6,337.3184210526316,100,95.26315789473684,753.6,N,Early Morning,38,740-760,1
6/16/16,23.63,35.19,0,2.17,0.4,0.5,South-East,11:34:00,356.7,354.2,97,95,57.1,D,Morning,2,40-60,1
6/17/16,26.09,39.06,0,2.13,0.39,0.49,Central-East,13:53:00,346.6,341.75,91,86.5,41,D,Afternoon,2,40-60,1
6/17/16,26.09,39.06,0,2.13,0.39,0.49,South-Central,2:51:00,402.6,347.7,100,96.375,454.7,N,Early Morning,24,440-460,1
6/17/16,26.09,39.06,0,2.13,0.39,0.49,South-East,13:52:00,348.5,348.5,90,90,30.3,D,Afternoon,1,20-40,1
6/18/16,27.13,43.88,0,2.04,0.38,0.49,South-Central,11:22:00,376.5,358.45,100,92,267.7,D,Morning,2,260-280,1
6/18/16,27.13,43.88,0,2.04,0.38,0.49,South-East,11:22:00,363.5,356.05,100,96.5,91.6,D,Morning,2,80-100,1
6/19/16,33.55,25.38,0,2.27,0.38,0.49,North-Central,12:03:00,331.3,330.75,84,83.5,15.3,D,Afternoon,2,0-20,1
6/19/16,33.55,25.38,0,2.27,0.38,0.49,South-Central,2:39:00,313.7,312.96666666666664,88,86,22.3,N,Early Morning,3,20-40,1
6/19/16,33.55,25.38,0,2.27,0.38,0.49,South-East,12:05:00,408.4,350.3818181818182,100,93.90909091,529.3,D,Afternoon,11,520-540,1
6/20/16,36.64,21.94,0,2.41,0.37,0.49,Central-East,14:24:00,343.1,341.70000000000005,85,83.5,37.6,D,Afternoon,2,20-40,1
6/20/16,36.64,21.94,0,2.41,0.37,0.49,South-East,11:10:00,490.4,380.7861111111111,100,93.80555555555556,2365.9,D,Afternoon,36,2360-2380,1
6/21/16,36.72,21.25,0,2.46,0.36,0.48,South-East,2:26:00,392.9,331.62666666666667,100,94.53333333333332,309,N,Early Morning,15,300-320,1
6/22/16,35.82,18.81,0,2.68,0.35,0.48,Central-Central,14:12:00,376.3,376.3,100,100,119.9,D,Afternoon,1,100-120,1
6/22/16,35.82,18.81,0,2.68,0.35,0.48,South-East,3:09:00,368.7,356.07142857142856,100,98.14285714285714,99.3,D,Afternoon,7,80-100,1
6/23/16,34.81,17.38,0,2.7,0.34,0.48,Central-Central,22:43:00,316.1,313.5,93,87,33.8,N,Night,2,20-40,1
6/23/16,34.81,17.38,0,2.7,0.34,0.48,Central-East,22:42:00,456.3,362.11515151515147,100,98.93939393939394,1231,N,Night,33,1220-1240,1
6/23/16,34.81,17.38,0,2.7,0.34,0.48,South-East,11:41:00,416,371.73333333333335,100,98.66666666666669,859.1,D,Morning,6,840-860,1
6/24/16,32.34,24.06,0,2.62,0.34,0.48,Central-East,2:57:00,503.3,375.0436363636364,100,98.30909090909093,1744.7,D,Afternoon,110,1740-1760,1
6/25/16,35.49,21.62,0,2.63,0.34,0.48,Central-East,2:01:00,418.6,352.6125,100,97.01785714285714,708.6,D,Early Morning,56,700-720,1
6/26/16,35.83,20.62,0,2.62,0.34,0.48,Central-Central,2:44:00,310.8,310.8,81,81,18.9,N,Early Morning,1,0-20,1
6/26/16,35.83,20.62,0,2.62,0.34,0.48,Central-East,2:44:00,395.1,354.1083333333333,100,94.79166666666669,386.4,D,Afternoon,24,380-400,1
6/26/16,35.83,20.62,0,2.62,0.34,0.48,North-Central,23:14:00,317.9,317.9,96,96,14.3,N,Night,1,0-20,1
6/26/16,35.83,20.62,0,2.62,0.34,0.48,South-East,13:46:00,409.3,409.3,94,94,493.8,D,Afternoon,1,480-500,1
6/27/16,38.48,21.19,0,2.86,0.33,0.47,Central-Central,14:30:00,347.6,347.6,87,87,44.7,D,Afternoon,1,40-60,1
6/27/16,38.48,21.19,0,2.86,0.33,0.47,South-East,11:16:00,342.7,342,84,83,32.8,D,Morning,2,20-40,1
6/28/16,37.6,21.44,0.24,2.59,0.32,0.47,North-Central,23:02:00,326.5,317.3,100,91.5,24.3,N,Night,4,20-40,1
6/28/16,37.6,21.44,0.24,2.59,0.32,0.47,North-East,11:57:00,360.9,337.8666666666667,100,93.11111111111111,76.3,D,Morning,9,60-80,1
6/28/16,37.6,21.44,0.24,2.59,0.32,0.47,South-East,2:33:00,352.5,334.3375,94,86.375,110.4,D,Afternoon,8,100-120,1
6/29/16,37.56,24.31,0.38,2.8,0.31,0.47,North-Central,3:14:00,413,354.3818181818182,100,96,361.6,D,Afternoon,11,360-380,1
6/29/16,37.56,24.31,0.38,2.8,0.31,0.47,North-East,14:19:00,353.6,353.6,90,90,78.1,D,Afternoon,1,60-80,1
6/30/16,35.79,19.62,0.03,2.3,0.3,0.47,North-Central,15:02:00,364,343.15,100,92.75,692.4,D,Afternoon,8,680-700,1
6/30/16,35.79,19.62,0.03,2.3,0.3,0.47,North-East,13:24:00,358.8,354.20000000000005,99,96,197.6,D,Afternoon,2,180-200,1
6/30/16,35.79,19.62,0.03,2.3,0.3,0.47,South-East,22:48:00,355.6,330.05,100,91.25,110.5,N,Night,4,100-120,1
7/1/16,35.5,22.31,0,2.36,0.29,0.46,Central-Central,23:32:00,318,318,94,94,27.8,N,Night,1,20-40,1
7/1/16,35.5,22.31,0,2.36,0.29,0.46,Central-East,3:03:00,363.3,331.6125,100,96.625,73.1,N,Early Morning,8,60-80,1
7/1/16,35.5,22.31,0,2.36,0.29,0.46,North-Central,3:02:00,406.4,348.55,100,92.625,295.5,D,Afternoon,16,280-300,1
7/1/16,35.5,22.31,0,2.36,0.29,0.46,South-East,3:03:00,400.1,345.47333333333336,100,94.6,394.7,D,Afternoon,15,380-400,1
7/2/16,34.61,25.44,0.08,2.41,0.27,0.46,North-Central,11:33:00,373.6,334.6555555555556,100,92.33333333333331,496.4,D,Afternoon,9,480-500,1
7/2/16,34.61,25.44,0.08,2.41,0.27,0.46,North-East,22:38:00,343.9,331.11428571428576,100,99.85714285714286,59,N,Night,7,40-60,1
7/2/16,34.61,25.44,0.08,2.41,0.27,0.46,South-East,11:34:00,418.3,376.9777777777778,100,97.44444444444444,543.2,D,Morning,9,540-560,1
7/3/16,34.38,22,0.04,2.33,0.26,0.46,North-Central,2:50:00,358.9,337.5933333333333,100,92,104.1,D,Afternoon,15,100-120,1
7/3/16,34.38,22,0.04,2.33,0.26,0.46,North-East,2:49:00,410.5,360.4214285714285,100,95.17857142857144,298.4,D,Afternoon,28,280-300,1
7/3/16,34.38,22,0.04,2.33,0.26,0.46,South-East,2:51:00,348.2,333.2375,100,90.375,131.2,N,Afternoon,8,120-140,1
7/4/16,33.44,21.94,0,2.6,0.24,0.46,South-East,11:22:00,369.8,353.7,100,94.83333333333331,261.3,D,Afternoon,6,260-280,1
7/5/16,32.56,22.31,0,2.28,0.23,0.46,Central-Central,13:41:00,350.9,346.3333333333333,95,89.66666666666667,176.2,D,Afternoon,3,160-180,1
7/5/16,32.56,22.31,0,2.28,0.23,0.46,South-Central,13:41:00,353.6,353.6,90,90,214,D,Afternoon,1,200-220,1
7/5/16,32.56,22.31,0,2.28,0.23,0.46,South-East,13:40:00,344.6,325.8,90,84.6,27.8,N,Night,5,20-40,1
7/6/16,32.26,26.12,0,2.38,0.23,0.46,Central-Central,3:21:00,364.8,353.1333333333334,100,100,111.9,N,Early Morning,3,100-120,1
7/6/16,32.26,26.12,0,2.38,0.23,0.46,North-East,14:25:00,353.9,347.6,96,91,74.4,D,Afternoon,2,60-80,1
7/7/16,31.76,27.62,0,2.17,0.22,0.46,South-East,11:52:00,372.2,347.17,100,89.9,229.9,D,Morning,10,220-240,1
7/8/16,31.74,29.38,0,2.21,0.21,0.46,Central-East,14:12:00,341,341,84,84,22.5,D,Afternoon,1,20-40,1
7/8/16,31.74,29.38,0,2.21,0.21,0.46,North-Central,23:39:00,343.2,334.95,100,100,109.2,N,Night,2,100-120,1
7/8/16,31.74,29.38,0,2.21,0.21,0.46,South-East,14:11:00,344.2,344.2,86,86,30.5,D,Afternoon,1,20-40,1
7/9/16,31.44,36.44,0,2.54,0.2,0.46,South-East,13:16:00,350.4,332.625,100,86.875,396.3,D,Afternoon,8,380-400,1
7/10/16,28.39,31.31,0,2.56,0.2,0.46,South-East,13:58:00,354.4,354.4,95,95,42.6,D,Afternoon,1,40-60,1
7/11/16,30.68,21.19,0,2.43,0.2,0.46,South-East,11:28:00,352,346.6,93,85.4,40.5,D,Morning,5,40-60,1
7/12/16,32.29,19.62,0,2.5,0.19,0.46,North-Central,12:10:00,409.4,357.62,100,92.6,640.9,D,Afternoon,5,640-660,1
7/13/16,34.4,19.62,0,2.47,0.19,0.46,South-East,11:16:00,363.1,349.2,100,89.85714285714286,208.9,D,Afternoon,7,200-220,1
7/14/16,36.17,15.81,0,2.43,0.18,0.46,Central-Central,23:01:00,314.8,313.15,90,86.5,13.6,N,Night,2,0-20,1
7/14/16,36.17,15.81,0,2.43,0.18,0.46,South-East,13:34:00,372.5,344.6666666666667,100,92,436.8,D,Afternoon,3,420-440,1
7/15/16,35.89,12.75,0,2.27,0.17,0.45,Central-Central,3:14:00,315.9,315.9,92,92,17.5,N,Early Morning,1,0-20,1
7/15/16,35.89,12.75,0,2.27,0.17,0.45,North-Central,14:18:00,363.8,350.25,100,90.5,72.5,D,Afternoon,2,60-80,1
7/15/16,35.89,12.75,0,2.27,0.17,0.45,South-East,14:16:00,341.1,341.1,81,81,35.9,D,Afternoon,1,20-40,1
7/16/16,34.29,17.06,0,2.35,0.16,0.45,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
7/17/16,33.64,19.5,0,2.3,0.16,0.45,North-Central,23:32:00,328.2,328.2,100,100,46.9,N,Night,1,40-60,1
7/18/16,31.39,20.31,0,2.28,0.16,0.45,South-East,11:34:00,377.9,358.76666666666665,100,93.33333333333331,126.1,D,Morning,3,120-140,1
7/19/16,31.84,18.94,0,2.22,0.16,0.45,North-Central,12:16:00,334.4,334.35,82,82,37.9,D,Afternoon,2,20-40,1
7/19/16,31.84,18.94,0,2.22,0.16,0.45,South-East,2:51:00,358,345.46,99,93.8,55.1,D,Afternoon,5,40-60,1
7/20/16,33.68,17,0,2.05,0.16,0.45,North-Central,14:37:00,381,356.6,94,86,261.4,D,Afternoon,3,260-280,1
7/20/16,33.68,17,0,2.05,0.16,0.45,North-East,22:25:00,335.5,326.12,100,97.2,97.3,N,Night,5,80-100,1
7/20/16,33.68,17,0,2.05,0.16,0.45,South-East,11:22:00,349.4,347.75,91,89.5,34.6,D,Morning,2,20-40,1
7/21/16,34.76,15.88,0,2.45,0.15,0.45,Central-East,13:41:00,336.3,336.3,81,81,67,D,Afternoon,1,60-80,1
7/21/16,34.76,15.88,0,2.45,0.15,0.45,North-East,13:42:00,354.5,342.92857142857144,100,94,100.7,N,Night,7,100-120,1
7/21/16,34.76,15.88,0,2.45,0.15,0.45,South-East,13:40:00,342,342,83,83,25.7,D,Afternoon,1,20-40,1
7/22/16,35.97,13.75,0,2.48,0.15,0.45,Central-Central,3:20:00,427,346.8666666666667,100,97.27777777777776,1947.2,N,Night,18,1940-1960,1
7/22/16,35.97,13.75,0,2.48,0.15,0.45,North-Central,14:24:00,363.8,353.20000000000005,100,93.5,99.8,D,Afternoon,2,80-100,1
7/22/16,35.97,13.75,0,2.48,0.15,0.45,South-East,14:23:00,447,361.2592592592592,100,98.68518519,5702.4,N,Night,54,5700-5720,1
7/23/16,37.47,12.56,0,2.67,0.15,0.45,Central-Central,2:26:00,466.5,365.525,100,97.29166666666669,1090.7,N,Night,48,1080-1100,1
7/23/16,37.47,12.56,0,2.67,0.15,0.45,Central-East,11:52:00,348.4,345.25,92,89,42.1,D,Morning,2,40-60,1
7/23/16,37.47,12.56,0,2.67,0.15,0.45,South-East,2:26:00,422,358.7157894736842,100,96.90526315789474,1830.8,D,Early Morning,95,1820-1840,1
7/24/16,38.05,10.81,0,2.37,0.14,0.45,Central-Central,3:09:00,500,364.33235294117645,100,97.48529411764706,5452.3,N,Afternoon,68,5440-5460,1
7/24/16,38.05,10.81,0,2.37,0.14,0.45,South-East,3:09:00,504.5,379.0833333333333,100,96.25,1779.3,D,Afternoon,72,1760-1780,1
7/25/16,36.4,13.62,0,2.23,0.14,0.45,Central-Central,11:40:00,426.9,357.42333333333335,100,97.53333333333332,1913.6,D,Night,30,1900-1920,1
