Date,Temperature_Max,Relative_Humidity,Precipitation,Wind_Speed,Surface Soil Wetness,Root Zone Soil Wetness,Coordinate_Group_,Local_Time_Min,Max_Brightness,Mean_Brightness,Max_Confidence,Mean_Confidence,FRP,Day_Night,Time_Period,Total_Fire_Incidents,FRP_Bin,Fire_Recorded
6/24/20,33.69,29.12,0.02,1.93,0.32,0.47,North-East,3:14:00,441.1,373.7,100,99.2,717.2,D,Afternoon,5,700-720,1
6/24/20,33.69,29.12,0.02,1.93,0.32,0.47,South-East,14:17:00,343.5,343.5,87,87,43.4,D,Afternoon,1,40-60,1
6/25/20,34.22,31.44,0.42,2.38,0.3,0.47,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
6/26/20,37.02,36.06,0.02,2.32,0.3,0.46,Central-East,21:53:00,319.8,316.5,99,92.2,166.7,N,Night,5,160-180,1
6/26/20,37.02,36.06,0.02,2.32,0.3,0.46,North-East,12:27:00,373.4,353.74285714285713,100,94,278.5,D,Afternoon,7,260-280,1
6/27/20,36.87,26.75,0,2.8,0.28,0.46,Central-East,11:32:00,434.1,372.2260869565218,100,96.30434782608695,2295.8,D,Afternoon,23,2280-2300,1
6/27/20,36.87,26.75,0,2.8,0.28,0.46,North-East,11:32:00,467.8,376.0285714285714,100,97.64285714285714,2120.5,N,Night,14,2120-2140,1
6/27/20,36.87,26.75,0,2.8,0.28,0.46,South-East,11:33:00,362.8,361.75,100,100,72.9,D,Morning,2,60-80,1
6/28/20,27.4,35.38,0,2.66,0.27,0.46,Central-Central,12:15:00,374.7,357.625,98,89.5,180.7,D,Afternoon,4,180-200,1
6/28/20,27.4,35.38,0,2.66,0.27,0.46,Central-East,2:50:00,373.7,344.9083333333333,100,92.91666666666669,111.7,D,Afternoon,12,100-120,1
6/29/20,25.76,36.44,0,2.59,0.26,0.46,South-East,11:21:00,350.1,342.15000000000003,100,91.16666666666669,249.2,D,Morning,6,240-260,1
6/30/20,29.65,24.31,0,2.6,0.25,0.46,North-Central,12:02:00,375.7,350.75,100,92.5,122.2,D,Afternoon,6,120-140,1
6/30/20,29.65,24.31,0,2.6,0.25,0.46,South-Central,13:41:00,343.4,341.85,88,86,138.4,D,Afternoon,2,120-140,1
6/30/20,29.65,24.31,0,2.6,0.25,0.46,South-East,2:39:00,377.7,353.53000000000003,100,97.2,409.7,D,Afternoon,10,400-420,1
7/1/20,30.9,24.5,0,2.55,0.24,0.46,Central-East,14:24:00,343.7,330.6666666666667,100,95.33333333333331,191.4,N,Night,3,180-200,1
7/1/20,30.9,24.5,0,2.55,0.24,0.46,North-Central,14:25:00,341.7,341.7,88,88,30.2,D,Afternoon,1,20-40,1
7/1/20,30.9,24.5,0,2.55,0.24,0.46,South-East,11:09:00,352.8,347.70000000000005,94,89.5,121.4,D,Morning,2,120-140,1
7/2/20,31.05,27.69,0,2.55,0.23,0.46,North-Central,11:50:00,333,333,81,81,22.6,D,Morning,1,20-40,1
7/2/20,31.05,27.69,0,2.55,0.23,0.46,South-East,11:52:00,346,343.75,89,86.5,65.1,D,Morning,2,60-80,1
7/3/20,32.19,19.75,0,2.36,0.22,0.46,Central-East,14:12:00,356.1,352.1,97,93.5,47.3,D,Afternoon,2,40-60,1
7/3/20,32.19,19.75,0,2.36,0.22,0.46,South-East,14:11:00,347.2,347.2,89,89,43,D,Afternoon,1,40-60,1
7/4/20,33.78,14.25,0,2.76,0.21,0.46,No Fire,No Fire,0,0,0,0,0,No Fire,No Fire,0,No Fire,0
7/5/20,35.21,13.81,0,2.94,0.2,0.46,Central-Central,2:56:00,345.8,336.95,100,96.5,57.3,N,Night,6,40-60,1
7/5/20,35.21,13.81,0,2.94,0.2,0.46,Central-East,14:00:00,364,364,100,100,86.4,D,Afternoon,1,80-100,1
7/6/20,34.09,14.25,0,2.66,0.2,0.46,Central-Central,11:26:00,369.9,352.5,100,91.5,247.3,D,Morning,2,240-260,1
7/6/20,34.09,14.25,0,2.66,0.2,0.46,North-Central,14:43:00,339.7,329.375,100,91,87.1,D,Afternoon,4,80-100,1
7/6/20,34.09,14.25,0,2.66,0.2,0.46,North-East,22:30:00,456.3,365.23333333333335,100,98.53333333333332,2388.4,N,Night,15,2380-2400,1
7/7/20,31.23,15.12,0,2.3,0.19,0.46,Central-Central,12:09:00,351,351,94,94,49.2,D,Afternoon,1,40-60,1
7/7/20,31.23,15.12,0,2.3,0.19,0.46,Central-East,13:48:00,337.2,323.73636363636365,100,91,85.5,N,Night,11,80-100,1
7/7/20,31.23,15.12,0,2.3,0.19,0.46,North-East,2:44:00,463.3,377.6979591836735,100,96.69387755,1417,D,Afternoon,49,1400-1420,1
7/8/20,31.93,16.5,0,2.2,0.18,0.46,Central-Central,14:30:00,347.9,347.9,90,90,39.8,D,Afternoon,1,20-40,1
7/8/20,31.93,16.5,0,2.2,0.18,0.46,Central-East,1:49:00,367.4,343.12,100,91.33333333333331,172.1,D,Morning,15,160-180,1
7/8/20,31.93,16.5,0,2.2,0.18,0.46,North-East,3:27:00,361.8,345.7333333333333,100,94.66666666666669,147.9,D,Afternoon,3,140-160,1
7/9/20,33.87,15.81,0,2.32,0.17,0.46,Central-East,11:57:00,370.7,337.12,100,95.7,170.2,N,Night,10,160-180,1
7/9/20,33.87,15.81,0,2.32,0.17,0.46,South-East,13:34:00,346.8,346.8,89,89,90.2,D,Afternoon,1,80-100,1
7/10/20,34.03,15.88,0,2.37,0.17,0.45,South-East,14:17:00,344.7,344.7,86,86,57.3,D,Afternoon,1,40-60,1
7/11/20,37.68,13.12,0,2.48,0.16,0.45,Central-East,22:48:00,319.4,319.4,98,98,20.5,N,Night,1,20-40,1
7/12/20,37.9,12.25,0.05,2.3,0.16,0.45,Central-East,14:05:00,348.3,348.3,90,90,46,D,Afternoon,1,40-60,1
7/12/20,37.9,12.25,0.05,2.3,0.16,0.45,North-Central,14:07:00,353.3,353.3,96,96,60.4,D,Afternoon,1,60-80,1
7/12/20,37.9,12.25,0.05,2.3,0.16,0.45,South-East,14:05:00,359.1,355.3333333333333,99,96.33333333333331,62.2,D,Afternoon,3,60-80,1
7/13/20,35.98,14.5,0,2.27,0.16,0.45,Central-Central,22:36:00,363.8,326.9875,100,92.5,318.4,N,Night,8,300-320,1
7/13/20,35.98,14.5,0,2.27,0.16,0.45,Central-East,13:11:00,421.2,352.64375,100,97.25,1420.8,N,Night,16,1420-1440,1
7/13/20,35.98,14.5,0,2.27,0.16,0.45,South-East,11:33:00,340.8,340.8,81,81,23,D,Morning,1,20-40,1
7/14/20,32.51,27.06,0,2.01,0.16,0.45,Central-Central,2:51:00,493,365.584375,100,96.5,2496.6,D,Afternoon,32,2480-2500,1
7/14/20,32.51,27.06,0,2.01,0.16,0.45,Central-East,12:15:00,462.6,378.02608695652174,100,95.78260869565216,963.2,D,Afternoon,23,960-980,1
7/14/20,32.51,27.06,0,2.01,0.16,0.45,North-East,23:19:00,362.5,362.5,100,100,423.2,N,Night,1,420-440,1
7/14/20,32.51,27.06,0,2.01,0.16,0.45,South-East,2:51:00,351.1,334.87142857142857,100,94.85714285714286,89,N,Early Morning,7,80-100,1
7/15/20,34.09,29.62,0,2.13,0.15,0.45,Central-Central,3:33:00,386.5,346.6045454545455,100,92.72727272727272,317.7,D,Afternoon,22,300-320,1
7/15/20,34.09,29.62,0,2.13,0.15,0.45,Central-East,11:20:00,351.4,347.9,93,89.5,50.3,D,Morning,2,40-60,1
7/16/20,33.87,26.81,0,2.09,0.15,0.45,Central-Central,12:03:00,412.4,350.3578947368421,100,93.84210526315788,345.8,D,Afternoon,19,340-360,1
7/16/20,33.87,26.81,0,2.09,0.15,0.45,Central-East,12:02:00,430.7,389.3625,100,98.375,1394.6,D,Afternoon,8,1380-1400,1
7/16/20,33.87,26.81,0,2.09,0.15,0.45,North-Central,23:07:00,325.2,325.2,100,100,22.8,N,Night,1,20-40,1
7/16/20,33.87,26.81,0,2.09,0.15,0.45,North-East,12:02:00,362.4,362.4,100,100,230.7,D,Afternoon,1,220-240,1
7/17/20,34.44,25.56,0,2.19,0.15,0.45,Central-Central,3:21:00,431.5,357.976,100,93.4,705.6,D,Afternoon,25,700-720,1
7/17/20,34.44,25.56,0,2.19,0.15,0.45,North-East,22:12:00,341.3,326.46666666666664,100,98.66666666666669,97.5,N,Night,3,80-100,1
7/17/20,34.44,25.56,0,2.19,0.15,0.45,South-East,14:24:00,343.7,343.7,82,82,50.3,D,Afternoon,1,40-60,1
7/18/20,34.54,27.88,0,2.09,0.15,0.45,Central-Central,11:51:00,418,350.7111111111111,100,94.94444444444444,376.6,N,Night,18,360-380,1
7/18/20,34.54,27.88,0,2.09,0.15,0.45,North-Central,22:55:00,383.8,347.0888888888889,100,99,196.7,N,Night,9,180-200,1
7/18/20,34.54,27.88,0,2.09,0.15,0.45,North-East,2:25:00,314.7,314.7,90,90,18.4,N,Early Morning,1,0-20,1
7/18/20,34.54,27.88,0,2.09,0.15,0.45,South-East,11:51:00,381.1,368.65,100,94.75,266.4,D,Morning,4,260-280,1
7/19/20,34.51,28.38,0.04,2.19,0.15,0.45,Central-Central,3:09:00,463.7,360.7545454545455,100,96,1321.4,D,Afternoon,22,1320-1340,1
7/19/20,34.51,28.38,0.04,2.19,0.15,0.45,Central-East,21:59:00,336,326.3,100,98,213.8,N,Night,6,200-220,1
7/19/20,34.51,28.38,0.04,2.19,0.15,0.45,North-Central,3:08:00,461.3,358.16279069767444,100,97.37209302,856.2,N,Night,43,840-860,1
7/19/20,34.51,28.38,0.04,2.19,0.15,0.45,North-East,22:00:00,334.4,323.38,100,96.5,313.1,N,Night,10,300-320,1
7/19/20,34.51,28.38,0.04,2.19,0.15,0.45,South-East,14:11:00,389.3,365.6833333333333,100,97.83333333333331,246.1,D,Afternoon,6,240-260,1
7/20/20,34.58,29.94,0.05,2.12,0.14,0.45,Central-Central,2:14:00,405.1,358.8333333333333,100,93.41666666666669,426.5,D,Morning,12,420-440,1
7/20/20,34.58,29.94,0.05,2.12,0.14,0.45,Central-East,2:13:00,356.4,338.96,97,87.8,123,D,Morning,5,120-140,1
7/20/20,34.58,29.94,0.05,2.12,0.14,0.45,North-Central,2:13:00,425.9,352.2057142857143,100,95.77142857142856,772.4,N,Night,35,760-780,1
7/20/20,34.58,29.94,0.05,2.12,0.14,0.45,North-East,2:12:00,445.3,359.7,100,95.41176470588236,649,D,Afternoon,17,640-660,1
7/20/20,34.58,29.94,0.05,2.12,0.14,0.45,North-West,14:56:00,336.3,336.3,85,85,110.7,D,Afternoon,1,100-120,1
7/20/20,34.58,29.94,0.05,2.12,0.14,0.45,South-East,13:16:00,355.2,350.56666666666666,96,92.33333333333331,203.4,D,Afternoon,3,200-220,1
7/21/20,33.23,28.5,0,1.93,0.14,0.45,North-Central,2:55:00,460.7,361.085,100,96.78333333333332,1037.3,N,Early Morning,60,1020-1040,1
7/22/20,31.19,29.25,0,2.33,0.14,0.45,Central-East,11:26:00,339.1,339.1,85,85,68.5,D,Morning,1,60-80,1
7/22/20,31.19,29.25,0,2.33,0.14,0.45,North-Central,14:44:00,351.7,333.94,100,90.8,181.1,D,Afternoon,5,180-200,1
7/22/20,31.19,29.25,0,2.33,0.14,0.45,South-East,11:27:00,342.3,334.20000000000005,100,91.5,28.4,D,Morning,2,20-40,1
7/23/20,30,29.44,0,2.27,0.14,0.45,Central-East,12:09:00,337.5,336.4,83,82.5,43.2,D,Afternoon,2,40-60,1
7/23/20,30,29.44,0,2.27,0.14,0.45,North-Central,12:08:00,500,359.7649122807017,100,96.33333333333331,1733.8,N,Night,57,1720-1740,1
7/23/20,30,29.44,0,2.27,0.14,0.45,South-East,2:45:00,367.7,338.6666666666667,100,100,82.4,N,Early Morning,3,80-100,1
7/24/20,32.02,31.75,0.07,2.41,0.14,0.45,North-Central,3:26:00,418.1,342.54,100,94.84615384615384,1120.3,N,Night,65,1120-1140,1
7/25/20,32.99,28.81,0.05,2.23,0.14,0.45,Central-Central,23:00:00,317.9,317.9,96,96,16.5,N,Night,1,0-20,1
7/25/20,32.99,28.81,0.05,2.23,0.14,0.45,Central-East,11:57:00,347.6,347.6,92,92,44.4,D,Morning,1,40-60,1
7/25/20,32.99,28.81,0.05,2.23,0.14,0.45,North-Central,2:31:00,377.3,338.2823529411765,100,97.47058823529412,192.5,N,Night,17,180-200,1
7/26/20,34.16,25.38,0.04,2.59,0.14,0.45,North-Central,3:14:00,453.2,384.5411764705882,100,97.88235294117646,799.9,D,Afternoon,17,780-800,1
7/27/20,34.1,23.75,0.02,2.31,0.14,0.45,Central-East,11:45:00,500,394.76,100,96.5,1653.3,D,Morning,10,1640-1660,1
7/27/20,34.1,23.75,0.02,2.31,0.14,0.45,North-Central,2:19:00,406.7,354.1634146341464,100,95.26829268292684,614.8,D,Morning,41,600-620,1
7/27/20,34.1,23.75,0.02,2.31,0.14,0.45,South-East,22:47:00,315.2,315.2,90,90,11.3,N,Night,1,0-20,1
7/28/20,34.8,24.06,0,2.45,0.13,0.45,North-Central,12:26:00,375.5,353.68,100,93.6,202,D,Afternoon,5,200-220,1
7/28/20,34.8,24.06,0,2.45,0.13,0.45,North-West,3:02:00,366.7,332.95714285714286,100,95.57142857142856,130.6,N,Early Morning,7,120-140,1
7/28/20,34.8,24.06,0,2.45,0.13,0.45,South-East,10:51:00,344.2,344.2,86,86,174.3,D,Morning,1,160-180,1
7/29/20,34.87,20.62,0.01,2.34,0.13,0.45,Central-East,11:32:00,392.8,352.22222222222223,100,98.81481481,822.6,N,Night,27,820-840,1
7/29/20,34.87,20.62,0.01,2.34,0.13,0.45,North-Central,14:50:00,418.9,351.21500000000003,100,93,1441.1,D,Afternoon,20,1440-1460,1
7/29/20,34.87,20.62,0.01,2.34,0.13,0.45,North-East,14:50:00,345.4,345.4,91,91,205.1,D,Afternoon,1,200-220,1
7/29/20,34.87,20.62,0.01,2.34,0.13,0.45,North-West,3:44:00,338.5,330.55,100,93.5,93.1,N,Early Morning,2,80-100,1
7/29/20,34.87,20.62,0.01,2.34,0.13,0.45,South-East,13:10:00,346,346,88,88,159,D,Afternoon,1,140-160,1
7/30/20,35.32,19.31,0.01,2.02,0.13,0.45,Central-East,2:50:00,394.2,353.8046511627907,100,96.97674418604652,294.2,D,Afternoon,43,280-300,1
7/30/20,35.32,19.31,0.01,2.02,0.13,0.45,North-Central,12:14:00,493.1,387.65,100,99.13636363636364,1590.3,D,Afternoon,22,1580-1600,1
7/30/20,35.32,19.31,0.01,2.02,0.13,0.45,North-West,12:14:00,337.5,327.3875,94,87.375,57.2,D,Afternoon,8,40-60,1
7/30/20,35.32,19.31,0.01,2.02,0.13,0.45,South-East,13:53:00,401.9,372.925,100,96.75,269,D,Afternoon,4,260-280,1
7/31/20,35.64,17.56,0,2.38,0.13,0.45,North-Central,14:38:00,379.2,356.8,100,95.83333333333331,267.7,D,Afternoon,6,260-280,1
7/31/20,35.64,17.56,0,2.38,0.13,0.45,South-East,11:21:00,356,333.26666666666665,100,97.22222222222224,258.8,N,Night,9,240-260,1
8/1/20,34.38,15.44,0,2.32,0.13,0.45,Central-Central,23:06:00,331.3,326.6,100,96,27.8,N,Night,5,20-40,1
8/1/20,34.38,15.44,0,2.32,0.13,0.45,Central-East,13:41:00,353.8,353.8,95,95,49.4,D,Afternoon,1,40-60,1
8/1/20,34.38,15.44,0,2.32,0.13,0.45,North-Central,23:07:00,383.9,362.75,100,100,171.3,N,Night,2,160-180,1
8/1/20,34.38,15.44,0,2.32,0.13,0.45,North-West,23:08:00,314.3,314.3,89,89,14.9,N,Night,1,0-20,1
8/1/20,34.38,15.44,0,2.32,0.13,0.45,South-East,2:39:00,500,376.57976190476194,100,98.42857142857144,1916.6,N,Night,84,1900-1920,1
8/2/20,34.62,13.94,0,2.52,0.12,0.45,Central-Central,3:21:00,319,319,98,98,33.1,N,Early Morning,1,20-40,1
8/2/20,34.62,13.94,0,2.52,0.12,0.45,North-Central,3:20:00,388.8,334.7230769230769,100,93.92307692307692,761.8,N,Night,13,760-780,1
8/2/20,34.62,13.94,0,2.52,0.12,0.45,North-East,14:25:00,356.7,331.54285714285714,100,92.42857142857144,537.2,N,Night,7,520-540,1
8/2/20,34.62,13.94,0,2.52,0.12,0.45,North-West,3:20:00,336.7,325.1,87,87,34.1,N,Early Morning,2,20-40,1
8/2/20,34.62,13.94,0,2.52,0.12,0.45,South-East,3:22:00,460.4,361.6311475409836,100,97.85245901639344,2009.8,D,Early Morning,61,2000-2020,1
8/3/20,34.4,14.25,0,2.41,0.12,0.45,Central-East,22:54:00,406.1,349.24375,100,99.0625,315,N,Night,16,300-320,1
8/3/20,34.4,14.25,0,2.41,0.12,0.45,North-Central,2:25:00,323.3,316.8,100,91.66666666666669,87.5,N,Early Morning,3,80-100,1
8/3/20,34.4,14.25,0,2.41,0.12,0.45,North-East,2:25:00,330.6,322.725,100,97.25,127.7,N,Early Morning,4,120-140,1
8/3/20,34.4,14.25,0,2.41,0.12,0.45,South-East,2:27:00,409.5,342.3583333333333,100,95.20833333333331,754,N,Early Morning,24,740-760,1
8/4/20,32.44,26.06,0,2.42,0.12,0.45,Central-East,3:09:00,501,372.7028571428572,100,97.2,3444.2,D,Afternoon,35,3440-3460,1
8/4/20,32.44,26.06,0,2.42,0.12,0.45,North-Central,3:08:00,336.3,326.3,100,96.75,39.4,N,Early Morning,4,20-40,1
8/4/20,32.44,26.06,0,2.42,0.12,0.45,North-West,14:13:00,353.7,334.3333333333333,98,92.33333333333331,69.9,D,Afternoon,3,60-80,1
8/4/20,32.44,26.06,0,2.42,0.12,0.45,South-East,3:09:00,394.7,345.31538461538463,100,94.61538462,255.4,D,Afternoon,13,240-260,1
8/5/20,29.4,35.38,0,2.16,0.12,0.45,Central-East,2:14:00,435,348.532,100,96.6,899.3,N,Night,25,880-900,1
8/5/20,29.4,35.38,0,2.16,0.12,0.45,South-East,2:14:00,372.1,339.35625,100,94.9375,113.1,N,Morning,16,100-120,1
8/6/20,27.33,38.38,0,2.23,0.12,0.45,Central-Central,14:00:00,359.5,351.2,99,94.33333333333331,88.2,D,Afternoon,3,80-100,1
8/6/20,27.33,38.38,0,2.23,0.12,0.45,Central-East,2:57:00,380.8,348.79090909090905,100,94.45454545454544,150.1,D,Afternoon,11,140-160,1
8/6/20,27.33,38.38,0,2.23,0.12,0.45,North-East,12:20:00,447.6,385.97,100,97.5,910.5,D,Afternoon,10,900-920,1
8/6/20,27.33,38.38,0,2.23,0.12,0.45,South-East,2:57:00,386.6,350.04285714285714,100,99,897.1,N,Afternoon,14,880-900,1
8/7/20,30.01,35.69,0,2.12,0.12,0.45,South-East,2:02:00,500.9,389.2913043478261,100,98.30434782608695,9575.2,D,Afternoon,23,9560-9580,1
8/8/20,32.93,30.56,0,2.52,0.12,0.45,North-West,23:14:00,338.8,324.16,100,95.8,40.1,N,Night,5,40-60,1
8/9/20,35.05,25.62,0,2.62,0.12,0.45,North-West,3:26:00,340.8,322.6,100,90.66666666666669,48.9,N,Early Morning,3,40-60,1
8/10/20,35,24.56,0.07,2.46,0.12,0.45,North-Central,11:56:00,362,339.1,100,100,74.1,N,Night,4,60-80,1
8/10/20,35,24.56,0.07,2.46,0.12,0.45,North-West,11:56:00,345.4,336.575,100,91.75,416.7,D,Afternoon,4,400-420,1
8/10/20,35,24.56,0.07,2.46,0.12,0.45,South-East,13:34:00,352.6,350.75,94,92.5,69.6,D,Afternoon,2,60-80,1
8/11/20,32.83,30.25,0.2,2.17,0.12,0.45,North-Central,3:14:00,350.4,338.15,100,100,70.8,N,Early Morning,2,60-80,1
8/11/20,32.83,30.25,0.2,2.17,0.12,0.45,North-West,3:14:00,384.9,343.8,100,91.28571428571428,169.5,D,Afternoon,7,160-180,1
8/11/20,32.83,30.25,0.2,2.17,0.12,0.45,South-East,14:17:00,419.5,371.32,100,93.6,558.4,D,Afternoon,5,540-560,1
8/12/20,33.89,22.81,0,2.16,0.12,0.45,North-East,22:49:00,310.6,310.6,81,81,14,N,Night,1,0-20,1
8/12/20,33.89,22.81,0,2.16,0.12,0.45,South-East,11:45:00,389.3,348.6311111111111,100,97.55555555555556,261.1,N,Night,45,260-280,1
8/13/20,33.8,21.31,0,2.38,0.12,0.45,North-East,14:07:00,454.8,371.42105263157896,100,95.21052631578948,756.4,D,Afternoon,19,740-760,1
8/13/20,33.8,21.31,0,2.38,0.12,0.45,North-West,3:02:00,344.9,331.1166666666667,97,90.33333333333331,61.2,D,Afternoon,6,60-80,1
8/13/20,33.8,21.31,0,2.38,0.12,0.45,South-East,3:03:00,398.9,347.535,100,92.95,385.8,D,Afternoon,20,380-400,1
8/14/20,37.87,24.5,0.03,2.43,0.12,0.45,North-Central,22:37:00,329.2,322.40000000000003,100,97,63.6,N,Night,7,60-80,1
8/14/20,37.87,24.5,0.03,2.43,0.12,0.45,North-East,2:06:00,418.7,356.05882352941177,100,92.47058823529412,791.9,D,Morning,17,780-800,1
8/14/20,37.87,24.5,0.03,2.43,0.12,0.45,North-West,3:44:00,345.2,324.31666666666666,100,92.66666666666669,110.7,N,Night,6,100-120,1
8/14/20,37.87,24.5,0.03,2.43,0.12,0.45,South-East,2:09:00,456.8,369.2580645,100,95.4516129,4623.8,D,Afternoon,31,4620-4640,1
8/15/20,39.39,28.75,0.71,2.23,0.13,0.45,Central-Central,12:16:00,355.3,355.3,91,91,114.5,D,Afternoon,1,100-120,1
8/15/20,39.39,28.75,0.71,2.23,0.13,0.45,Central-East,23:18:00,358.8,336.66,100,98.4,239.4,N,Night,5,220-240,1
8/15/20,39.39,28.75,0.71,2.23,0.13,0.45,North-Central,2:50:00,494.1,408.8,100,92.35,1914.6,D,Afternoon,20,1900-1920,1
8/15/20,39.39,28.75,0.71,2.23,0.13,0.45,North-West,12:14:00,451.1,344.8311111111111,100,93.48888889,744,D,Afternoon,45,740-760,1
8/15/20,39.39,28.75,0.71,2.23,0.13,0.45,South-East,13:53:00,502.6,379.5631578947368,100,97.89473684210526,2213.9,D,Afternoon,19,2200-2220,1
8/16/20,40.04,30.12,1.35,2.79,0.15,0.45,Central-Central,11:20:00,364.7,333.91818181818184,100,96.45454545454544,500.2,N,Night,11,500-520,1
8/16/20,40.04,30.12,1.35,2.79,0.15,0.45,Central-East,11:20:00,399.6,359.49375,100,91.0625,341.1,D,Morning,16,340-360,1
8/16/20,40.04,30.12,1.35,2.79,0.15,0.45,North-Central,11:19:00,414.2,354.204,100,97,1413.8,D,Morning,25,1400-1420,1
8/16/20,40.04,30.12,1.35,2.79,0.15,0.45,South-East,11:21:00,449.4,360.9142857142857,100,95.14285714285714,1706.9,N,Night,7,1700-1720,1
8/17/20,39.35,26.06,0.1,2.56,0.17,0.46,Central-Central,2:38:00,474.6,352.2269911504425,100,97.18584071,1075.5,N,Night,226,1060-1080,1
8/17/20,39.35,26.06,0.1,2.56,0.17,0.46,Central-East,12:03:00,346.3,330.625,94,87.25,62.8,D,Afternoon,4,60-80,1
8/17/20,39.35,26.06,0.1,2.56,0.17,0.46,North-Central,0:02:00,452.1,345.5,100,97.015625,751.5,N,Night,64,740-760,1
8/17/20,39.35,26.06,0.1,2.56,0.17,0.46,South-East,12:04:00,449.8,364.5642857142857,100,97.89285714285714,1054.4,N,Night,28,1040-1060,1
8/18/20,39.05,30.56,0.11,1.98,0.17,0.45,Central-Central,11:08:00,454.1,349.0974576271187,100,96.72881355932203,2968.3,N,Night,236,2960-2980,1
8/18/20,39.05,30.56,0.11,1.98,0.17,0.45,North-Central,12:45:00,500,374.3676691729323,100,98.15037593984962,6718,N,Night,133,6700-6720,1
8/18/20,39.05,30.56,0.11,1.98,0.17,0.45,North-West,23:51:00,319.2,319.2,98,98,61.6,N,Night,1,60-80,1
8/18/20,39.05,30.56,0.11,1.98,0.17,0.45,South-East,11:08:00,425.9,361.2125,100,96.375,2141.2,D,Morning,8,2140-2160,1
8/19/20,37.9,26.5,0.13,2.62,0.16,0.45,Central-Central,11:51:00,500,353.6134441087613,100,96.63746223564956,3070.1,D,Night,662,3060-3080,1
8/19/20,37.9,26.5,0.13,2.62,0.16,0.45,Central-East,11:51:00,347.8,342.35,100,96.5,48.1,D,Morning,2,40-60,1
8/19/20,37.9,26.5,0.13,2.62,0.16,0.45,North-Central,11:50:00,500,356.5201646090535,100,96.72976680384087,3972.9,N,Night,729,3960-3980,1
8/19/20,37.9,26.5,0.13,2.62,0.16,0.45,North-East,11:49:00,375,357.35,100,92.5,132.8,D,Morning,2,120-140,1
8/19/20,37.9,26.5,0.13,2.62,0.16,0.45,North-West,11:50:00,413,344.23,100,95.56666666666666,599.9,N,Night,30,580-600,1
8/19/20,37.9,26.5,0.13,2.62,0.16,0.45,South-East,11:51:00,405,346.4666666666667,100,95.75,314.6,N,Night,12,300-320,1
8/20/20,36.13,21.44,0,2.09,0.16,0.45,Central-Central,12:33:00,486.7,361.11645569620254,100,95.53164556962024,1336.7,D,Afternoon,395,1320-1340,1
8/20/20,36.13,21.44,0,2.09,0.16,0.45,Central-East,10:56:00,458.5,373.7804347826087,100,97.32608695652172,6491.1,D,Afternoon,46,6480-6500,1
8/20/20,36.13,21.44,0,2.09,0.16,0.45,North-Central,12:33:00,489.4,359.36356209150324,100,95.21405229,2377.6,D,Afternoon,612,2360-2380,1
8/20/20,36.13,21.44,0,2.09,0.16,0.45,North-West,12:33:00,428.8,356.1610169491525,100,94.50847457627118,512.6,D,Afternoon,59,500-520,1
8/20/20,36.13,21.44,0,2.09,0.16,0.45,South-East,10:56:00,439.3,363.3272727272727,100,97.45454545454544,2308.6,D,Night,22,2300-2320,1
8/21/20,35.5,24.19,0,1.91,0.16,0.45,Central-Central,2:14:00,409.1,340.5900763358779,100,95.09923664122137,981.2,N,Morning,131,980-1000,1
8/21/20,35.5,24.19,0,1.91,0.16,0.45,Central-East,2:14:00,406.6,355.5740740740741,100,96.37037037037037,334.3,D,Morning,27,320-340,1
8/21/20,35.5,24.19,0,1.91,0.16,0.45,North-Central,3:51:00,403.2,337.0038461538461,100,94.49358974358974,761.5,N,Night,156,760-780,1
8/21/20,35.5,24.19,0,1.91,0.16,0.45,North-East,22:43:00,328.7,325.5,89,86.5,25.7,N,Night,2,20-40,1
8/21/20,35.5,24.19,0,1.91,0.16,0.45,North-West,11:38:00,335.7,324.45,87,86.5,71.2,D,Morning,2,60-80,1
8/21/20,35.5,24.19,0,1.91,0.16,0.45,South-East,2:14:00,421.6,354.15000000000003,100,94.83333333333331,434.8,D,Morning,12,420-440,1
8/22/20,32.71,25.38,0,1.8,0.16,0.45,Central-Central,2:56:00,477.5,350.06964980544745,100,95.82490272,1624.6,D,Afternoon,257,1620-1640,1
8/22/20,32.71,25.38,0,1.8,0.16,0.45,Central-East,2:57:00,425.4,350.13214285714287,100,96.21428571428572,897.2,N,Afternoon,28,880-900,1
8/22/20,32.71,25.38,0,1.8,0.16,0.45,North-Central,2:55:00,490.5,349.09075,100,95.355,1457.2,N,Afternoon,400,1440-1460,1
8/22/20,32.71,25.38,0,1.8,0.16,0.45,North-East,12:20:00,336.4,336.4,83,83,145.2,D,Afternoon,1,140-160,1
8/22/20,32.71,25.38,0,1.8,0.16,0.45,North-West,12:21:00,337.3,325.72,100,86.4,49.8,D,Afternoon,5,40-60,1
8/22/20,32.71,25.38,0,1.8,0.16,0.45,South-East,2:57:00,323.3,316.3,100,90.75,27.8,N,Early Morning,4,20-40,1
8/23/20,34.36,24.56,0.12,1.8,0.16,0.45,Central-Central,11:26:00,398.1,352.87142857142857,100,93.95238095238096,770.4,D,Morning,63,760-780,1
8/23/20,34.36,24.56,0.12,1.8,0.16,0.45,Central-East,11:26:00,406.2,352.1125,100,95.16666666666669,525.5,N,Night,24,520-540,1
